"id","response.chinaCurrency","response.trumpBudget","response.berinskyACA","response.nyhanReifler","response.hksVitaminC","response.hksBioWeapon","response.hksHandWash","response.hksUSCreated","response.demNormsAccept","response.demNormsViol","response.forBornUS","response.forBornCanada","Q47","Q48","Q49","response.olivIraq","response.oliv911","response.olivObama","response.olivContrails","response.olivSoros","Q53.2","lucid_rid","lucid_age","lucid_gender","lucid_hhi","lucid_race","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_dma","lucid_state","isRandomized","berinskyACA","nyhanReifler","hksVitaminC","hksBioWeapon","hksHandWash","hksUSCreated","chinaCurrency","trumpBudget","olivIraq","oliv911","olivObama","olivContrails","olivSoros","demNormsAccept","demNormsViol","forBornUS","forBornCanada","shirker.allcGent","shirker.oliv","allcGentz.Beyonce.rally","allcGentz.Clinton.arms","allcGentz.Clinton.deplorables","allcGentz.Clinton.stumbled","allcGentz.FBI.Clinton.charges","allcGentz.FBI.agent","allcGentz.FBI.director","allcGentz.Ireland.asylum","allcGentz.Pence.vulgar","allcGentz.Pope.endorse","allcGentz.RuPaul","allcGentz.Trump.concede","response.allcGentz.Beyonce.rally","response.allcGentz.Clinton.arms","response.allcGentz.Clinton.deplorables","response.allcGentz.Clinton.stumbled","response.allcGentz.FBI.Clinton.charges","response.allcGentz.FBI.agent","response.allcGentz.FBI.director","response.allcGentz.Ireland.asylum","response.allcGentz.Pence.vulgar","response.allcGentz.Pope.endorse","response.allcGentz.RuPaul","response.allcGentz.Trump.concede","recode.chinaCurrency","recode.trumpBudget","recode.berinskyACA","recode.nyhanReifler","recode.hksVitaminC","recode.hksBioWeapon","recode.hksHandWash","recode.hksUSCreated","recode.demNormsAccept","recode.demNormsViol","recode.forBornUS","recode.forBornCanada","recode.olivIraq","recode.oliv911","recode.olivObama","recode.olivContrails","recode.olivSoros","recode.allcGentz.Beyonce.rally","recode.allcGentz.Clinton.arms","recode.allcGentz.Clinton.deplorables","recode.allcGentz.Clinton.stumbled","recode.allcGentz.FBI.Clinton.charges","recode.allcGentz.FBI.agent","recode.allcGentz.FBI.director","recode.allcGentz.Ireland.asylum","recode.allcGentz.Pence.vulgar","recode.allcGentz.Pope.endorse","recode.allcGentz.RuPaul","recode.allcGentz.Trump.concede","education","age","vconservative","party","vliberal","numeracy","wgt"
474,9,50.1,"True","Neither agree nor disagree","Probably false","Definitely false","Probably false","Definitely true","Somewhat disagree","Somewhat agree",15.5,3.9,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Vote for the Democrat Joe Biden","5fe0f583-7e2c-82cc-593e-b2fcb3000012","42","2","14","1","1","6","1","1","11435","501","33","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Not sure","","","","","","","","","","","",9,49.9,"False","Neither agree nor disagree","Probably true","Definitely false","Probably false","Definitely false","Somewhat agree","Somewhat disagree",15.5,3.9,"Neither agree nor disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Not sure","","","","","","","","","","","",6,42,0,"Democrat",0,1,0.484792339820778
475,72.2,98.5,"Not sure","Strongly agree","Probably false","Probably true","Definitely true","Not sure","Strongly disagree","Strongly disagree",25,15.1,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0f705-3bb9-e55a-4b22-1a249d957b71","27","2","5","1","1","4","1","4","98632","820","48","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Yes, true","Not sure","Not sure","Not sure","Yes, true","Not sure","Yes, true","No, false","No, false","No, false","Yes, true","No, false",72.2,1.5,"Not sure","Strongly agree","Probably false","Probably true","Definitely false","Not sure","Strongly agree","Strongly disagree",25,15.1,"Disagree","Agree","Disagree","Disagree","Neither agree nor disagree","Yes, true","Not sure","Not sure","Not sure","No, false","Not sure","No, false","Yes, true","Yes, true","No, false","Yes, true","Yes, true",4,27,0,"Democrat",0,0,0.659676306910243
476,14.3,70,"True","Agree","Definitely false","Definitely true","Definitely false","Probably true","Strongly disagree","Strongly disagree",67,68.6,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0f7e0-efd0-73d5-504d-f40e735f0968","30","1","6","15","2","6","1","3","33012","528","10","1","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Not sure","No, false","Not sure","Not sure","Not sure","No, false","Not sure","Yes, true","Yes, true","Not sure","No, false","Not sure",14.3,70,"False","Disagree","Definitely false","Definitely false","Definitely false","Probably false","Strongly agree","Strongly disagree",33,31.4,"Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","No, false","Not sure","Not sure","Not sure","No, false","Not sure","Yes, true","Yes, true","Not sure","Yes, true","Not sure",6,30,0,"Democrat",1,0,0.829224014640894
477,73.5,99.6,"True","Strongly disagree","Definitely true","Probably false","Probably true","Definitely false","Strongly agree","Strongly disagree",72,84.1,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Vote for the Democrat Joe Biden","5fe0f81e-0f8c-2f0b-ed3e-bb8366424525","51","1","16","1","1","2","1","2","64080","616","26","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","No, false","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Not sure","No, false","Not sure","Yes, true",26.5,0.400000000000006,"False","Strongly disagree","Definitely false","Probably false","Probably false","Definitely false","Strongly agree","Strongly disagree",28,15.9,"Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Yes, true","No, false","Yes, true","Yes, true","Yes, true","Yes, true","Not sure","Yes, true","Not sure","No, false","Not sure","Yes, true",2,51,0,"Democrat",0,0,0.815477235177677
478,50.4,49.7,"Not sure","Neither agree nor disagree","Probably false","Probably true","Probably false","Probably false","Slightly disagree","Slightly disagree",24.6,25.2,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Wastewater from the airplane lavatory","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Vote for the Republican Donald Trump","5fe0f7d6-7f03-af77-7f18-3b55f5de5c5e","33","2","1","15","1","6","2","2","44310","510","36","1","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Yes, true","Not sure","Yes, true","Not sure","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",49.6,50.3,"Not sure","Neither agree nor disagree","Probably false","Probably true","Probably false","Probably false","Slightly disagree","Slightly agree",24.6,25.2,"Neither agree nor disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Yes, true","Not sure","Yes, true","Not sure","No, false","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure",6,33,0,"Republican",0,0,0.58091027987906
479,50,70.4,"Not sure","Agree","Definitely false","Probably true","Definitely false","Definitely true","Slightly disagree","Strongly agree",65.6,82.3,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Vote for the Republican Donald Trump","5fe0f68f-baaf-777a-9604-5e791eeaebe7","33","2","9","4","1","7","2","3","73538","627","37","1","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Yes, true","Not sure","Yes, true","Yes, true","No, false","Not sure","Yes, true","No, false","Yes, true","No, false","No, false","Not sure",50,29.6,"Not sure","Disagree","Definitely false","Probably false","Definitely false","Definitely false","Slightly disagree","Strongly disagree",34.4,17.7,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Disagree","Yes, true","Not sure","Yes, true","No, false","Yes, true","Not sure","Yes, true","No, false","No, false","No, false","No, false","Not sure",7,33,0,"Independent",0,1,0.532475498370776
480,66.3,99.9,"False","Neither agree nor disagree","Definitely true","Definitely true","Definitely true","Definitely false","Strongly disagree","Strongly agree",81,90.3,"Prohibited insurers to deny coverage to those with pre-existing conditions.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not vote in the presidential election","5fe0f7de-ee5b-43a0-9f17-8caa4fe90655","49","1","9","1","1","6","1","2","49103","588","23","1","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed",FALSE,TRUE,"Pos keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","No, false","No, false","Not sure","Yes, true","Not sure","Yes, true","Yes, true","Yes, true","Not sure","Not sure","Not sure","No, false",33.7,0.0999999999999943,"False","Neither agree nor disagree","Definitely false","Definitely false","Definitely false","Definitely false","Strongly agree","Strongly disagree",19,9.7,"Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","No, false","No, false","Not sure","No, false","Not sure","No, false","Yes, true","No, false","Not sure","Not sure","Not sure","Yes, true",6,49,0,"Independent",0,0,2.08045664447425
481,74.6,38.2,"Not sure","Agree","Probably true","Definitely true","Probably true","Probably true","Slightly disagree","Strongly disagree",24,41.2,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Chemicals distributed by government agents","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0f8fd-ba0a-48cb-c409-ddb0240864ff","19","1","1","2","1","2","1","3","40272","529","18","1","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Not sure","No, false","Yes, true","Not sure","Yes, true","Yes, true","Not sure","No, false","No, false","No, false","Not sure","Yes, true",74.6,38.2,"Not sure","Agree","Probably true","Definitely false","Probably false","Probably true","Slightly disagree","Strongly agree",24,41.2,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Not sure","Yes, true","No, false","Not sure","No, false","No, false","Not sure","No, false","Yes, true","Yes, true","Not sure","Yes, true",2,19,0,"Democrat",0,0,0.703929889495349
482,53.6,55.3,"True","Neither agree nor disagree","Definitely true","Probably true","Probably true","Not sure","Strongly agree","Somewhat disagree",44,43.6,"Prohibited insurers to deny coverage to those with pre-existing conditions.","Abroad","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Not vote in the presidential election","5fe0f637-106f-f4dc-b911-820bfd745ccc","40","2","3","1","1","2","3","2","62837","649","14","1","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,TRUE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","","","Not sure","","","","","","","","","",46.4,55.3,"False","Neither agree nor disagree","Definitely false","Probably true","Probably true","Not sure","Strongly agree","Somewhat disagree",44,43.6,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","","","Not sure","","","","","","","","","",2,40,0,"Other",0,1,1.27928919042512
483,57.3,92.2,"False","Neither agree nor disagree","Definitely false","Probably true","Definitely true","Probably true","Strongly agree","Strongly disagree",69.3,86.6,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Neither agree nor disagree","Disagree","Strongly agree","Disagree","Neither agree nor disagree","Vote for the Democrat Joe Biden","5fe0f808-baf9-ecaf-4320-7aa9e9eefd1f","29","2","14","2","1","6","3","4","80012","751","6","1","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Yes, true","Not sure","No, false","No, false","Not sure","Not sure","No, false","Not sure","Not sure","Not sure","Not sure","Not sure",42.7,92.2,"False","Neither agree nor disagree","Definitely false","Probably false","Definitely false","Probably false","Strongly agree","Strongly disagree",30.7,13.4,"Neither agree nor disagree","Disagree","Strongly disagree","Agree","Neither agree nor disagree","No, false","Not sure","Yes, true","No, false","Not sure","Not sure","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure",6,29,0,"Independent",1,0,0.862008203316775
484,36.5,63,"False","Agree","Definitely true","Probably false","Probably false","Definitely false","Somewhat agree","Somewhat disagree",73,91.8,"Nationalized healthcare, disallowing private insurance companies from continuing to provide coverage.","In the United States","Water vapor from the jet exhaust mixing with cold air outside the plane","Disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Vote for the Republican Donald Trump","5fe0f76d-bd3e-eed3-db99-a779678d4bbf","30","1","19","2","2","6","2","1","10002","501","33","1","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Not sure","Not sure","Yes, true","No, false","Yes, true","No, false","Yes, true","Not sure","Not sure","Not sure","No, false","Yes, true",36.5,37,"True","Agree","Definitely false","Probably true","Probably false","Definitely false","Somewhat agree","Somewhat disagree",27,8.2,"Agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Not sure","Not sure","Yes, true","No, false","No, false","No, false","Yes, true","Not sure","Not sure","Not sure","No, false","No, false",6,30,0,"Republican",0,0,2.22804989011035
485,77,67.3,"True","Neither agree nor disagree","Probably false","Definitely false","Definitely false","Probably true","Slightly disagree","Somewhat agree",69.4,74.7,"Established “death panels” which have the authority to determine whether or not a gravely ill or injured person should receive health care based on their “level of productivity in society.”","In the United States","Chemicals distributed by government agents","Strongly agree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Disagree","Vote for the Republican Donald Trump","5fe0f648-b700-6bbe-7d7f-ddf423ddb34c","24","2","19","4","1","6","2","3","76063","623","44","1","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed",FALSE,FALSE,"Pos keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Neg keyed","Pos keyed","Neg keyed","Neg keyed","Pos keyed","Pos keyed","Pos keyed","Yes, true","Not sure","Yes, true","Yes, true","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","Not sure","Not sure",77,67.3,"False","Neither agree nor disagree","Probably false","Definitely false","Definitely false","Probably true","Slightly agree","Somewhat agree",69.4,74.7,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Disagree","Yes, true","Not sure","Yes, true","No, false","Not sure","Not sure","Not sure","Not sure","Not sure","Yes, true","Not sure","Not sure",6,24,0,"Other",0,0,0.48978308422391
